pid,b_name,title,size,og_price,new_price,sold_price,is_sold,old_date,new_date,%p_change,Link,uname,ship_cost,amt_sold,amt_feedback,amt_listings,desc,amt_likes,prf_link,feed_link,size_desc,loc,amt_pics
17371656,Jordan Brand × Vintage,1985 Remake Vintage Black Air Jordan 1 Laces 180cm,os,NA,NA,$30,True,NA,Sold 5 months ,NA,/listings/17371656-jordan-brand-x-vintage-1985-remake-vintage-black-air-jordan-1-laces-180cm,paymestudios,NA,(132),68 ,11 ,"180cm
Standard Jordan 1 High Length
New never used
Vintage Black
Multiples available",19,https://www.grailed.com/paymestudios,https://www.grailed.com/paymestudios/feedback,Size: ONE SIZE,NA,2
17553717,Jordan Brand,Jordan Retro 1 Chicago Mid,8.5,NA,NA,$100,True,NA,Sold 6 months ,NA,/listings/17553717-jordan-brand-jordan-retro-1-chicago-mid,nickveros,NA,0,1 ,0 ,Very well kept and cleaned after every use. No heel drag and little creasing,4,https://www.grailed.com/nickveros,https://www.grailed.com/nickveros/feedback,Size: US 8.5 / EU 41-42,NA,6
17417880,Fugazi,One In The Chamber Jordan 1,10,NA,NA,$825,True,NA,Sold 6 months ,NA,/listings/17417880-fugazi-one-in-the-chamber-jordan-1,thots,NA,(63),18 ,6 ,"fugazi one in the chamber jordan 1
gunmetal grey
by trevor gorji
size: 10
if you are a 1/2 size then size up
deadstock, og all
box slightly damaged
everything else is perfect tho
comes with:
- extra grey laces
- extra bullet aglets (more in pouch)
- dust bag, aglet pouch, laces bag
message if you have any questions
message if international
feel free to message for any questions
no trades
no returns/refunds
check out my other listings",60,https://www.grailed.com/thots,https://www.grailed.com/thots/feedback,Size: US 10 / EU 43,NA,17
17376234,Jordan Brand × Vintage,1985 Remake Vintage Air Jordan 1 Laces Royal Blue 180cm,os,NA,NA,$35,True,NA,Sold 6 months ,NA,/listings/17376234-jordan-brand-x-vintage-1985-remake-vintage-air-jordan-1-laces-royal-blue-180cm,paymestudios,NA,(132),68 ,11 ,"180cm
Vintage Royal Blue
Standard Jordan 1 High lace length
New never used",0,https://www.grailed.com/paymestudios,https://www.grailed.com/paymestudios/feedback,Size: ONE SIZE,NA,3
17347683,Jordan Brand × Vintage,1985 Air Jordan 1 Laces Vintage Black 180cm,os,NA,NA,$40,True,NA,Sold 6 months ,NA,/listings/17347683-jordan-brand-x-vintage-1985-air-jordan-1-laces-vintage-black-180cm,paymestudios,NA,(132),68 ,11 ,"180cm vintage black laces
Standard Jordan 1 lace length
New never used",1,https://www.grailed.com/paymestudios,https://www.grailed.com/paymestudios/feedback,Size: ONE SIZE,NA,2
16982464,Chalk Line × Vintage,Vintage Chicago Bulls Jacket 90’s 1995 Jordan 1’s Size M,m,NA,NA,$160,True,NA,Sold 6 months ,NA,/listings/16982464-chalk-line-x-vintage-vintage-chicago-bulls-jacket-90-s-1995-jordan-1-s-size-m,warvintage313,NA,(118),79 ,3 ,"*HAS BEEN DRY CLEANED*
22x28",7,https://www.grailed.com/warvintage313,https://www.grailed.com/warvintage313/feedback,Size: US M / EU 48-50 / 2,NA,5
17119885,Jordan Brand × Vintage,Vintage 1985 Air Jordan 1 Laces Chicago Red 180cm,os,NA,NA,$35,True,NA,Sold 6 months ,NA,/listings/17119885-jordan-brand-x-vintage-vintage-1985-air-jordan-1-laces-chicago-red-180cm,paymestudios,NA,(132),68 ,11 ,"180cm (72in)
Standard Jordan 1 High Lace Length
Vintage Chicago Red",6,https://www.grailed.com/paymestudios,https://www.grailed.com/paymestudios/feedback,Size: ONE SIZE,NA,4
16360421,Jordan Brand,Air Jordan 1 High 1985 Chicago,9.5,NA,NA,$900,True,NA,Sold 6 months ,NA,/listings/16360421-jordan-brand-air-jordan-1-high-1985-chicago,SS0202,NA,(55),13 ,6 ,"1985 OG JORDAN 1 CHICAGO
Size 9.5 OG all except box
Collar area is crunchy, 100% wearable, Fits size 9
send me an offer looking to move !",35,https://www.grailed.com/SS0202,https://www.grailed.com/SS0202/feedback,Size: US 9.5 / EU 42-43,NA,7
16464167,Jordan Brand × Nike × Vintage,1985 Jordan 1 Chicago Size 9,9,NA,NA,"$1,045",True,NA,Sold 7 months ,NA,/listings/16464167-jordan-brand-x-nike-x-vintage-1985-jordan-1-chicago-size-9,Rhinestonegroovester,NA,(154),72 ,0 ,"Size 9 Mens
Includes:
Og insoles
Replacement vintage blazer white laces
DOES NOT INCLUDE 1994 BOX IN THE PICS
Hella wearable but wear at own risk.
Collars are not crunchy
Check pics for further condition.",72,https://www.grailed.com/Rhinestonegroovester,https://www.grailed.com/Rhinestonegroovester/feedback,Size: US 9 / EU 42,NA,11
16720600,Nike,Jordan 1 Mid Chicago Gs Size 6,6,NA,NA,$165,True,NA,Sold 7 months ,NA,/listings/16720600-nike-jordan-1-mid-chicago-gs-size-6,homelessricky,NA,(74),40 ,0 ,DS OG ALL. Will ship immediately.,18,https://www.grailed.com/homelessricky,https://www.grailed.com/homelessricky/feedback,Size: US 6 / EU 39,NA,3
16082970,Jordan Brand × Nike,Jordan 1 1985,11,NA,NA,"$1,550",True,NA,Sold 7 months ,NA,/listings/16082970-jordan-brand-x-nike-jordan-1-1985,coopsville,NA,(1),0,0 ,"Original 1985 Air Jordan 1 Chicago sz.11
Insoles and soles are still soft but the collar foam has hardened on almost the entire left shoe and 50% of the right shoe.
Laces are original but missing the lace tips.
No original box or hang-tag is included, just what it pictured in the listing
Message me if you need anymore information or additional pictures",2,https://www.grailed.com/coopsville,https://www.grailed.com/coopsville,Size: US 11 / EU 44,NA,13
16248317,Nike,Air Jordan 1 Retro High 2013 Chicago 2013,10.5,NA,NA,$490,True,NA,Sold 7 months ,NA,/listings/16248317-nike-air-jordan-1-retro-high-2013-chicago-2013,Rxbbie,NA,(415),203 ,28 ,"Chicago 2013
Still in good condition
Comes with box and laces
Bought from GOAT
NEED GONE!
HMU for questions
OFFER UP!!!",26,https://www.grailed.com/Rxbbie,https://www.grailed.com/Rxbbie/feedback,Size: US 10.5 / EU 43-44,NA,12
16434429,Jordan Brand,Air Jordan 1 Retro High Chicago 2013,10,NA,NA,$530,True,NA,Sold 8 months ,NA,/listings/16434429-jordan-brand-air-jordan-1-retro-high-chicago-2013,dcardosanto,NA,(537),201 ,32 ,"These are in amazing shape. I’m also going to list them on Goat and Sneakercon so act fast if you want them. Iv’e had these for 7 years and wore them maybe 10 times. I liked them so much I didn’t want to beat them up. Chicago 1s are the ultimate grail. 2013 had different design than the OG jordan 1s. Smooth leather, logo on the heel, different tongue. Still, they are dope classics. Let me know if you need more photos.",3,https://www.grailed.com/dcardosanto,https://www.grailed.com/dcardosanto/feedback,Size: US 10 / EU 43,NA,14
15860223,Jordan Brand × Nike × Off-White,Off White X Air Jordan 1 Retro High Og Chicago 2017,11,NA,NA,"$2,600",True,NA,Sold 8 months ,NA,/listings/15860223-jordan-brand-x-nike-x-off-white-off-white-x-air-jordan-1-retro-high-og-chicago-2017,ChristianNehammer,NA,(71),27 ,9 ,"Purchased from Solebox in Berlin, Germany on release day.
I absolute adore these shoes and have treated them like my own children, worn maximum 10 times and only in good conditions.
Light yellowing due to Virgil being an idiot and not using proper materials on the toe box (this will occur with any pair and can also be seen on DS pairs.)
I hate putting words in people’s mouths so please just judge for yourself but in my opinion this is the closest you will get to DS without paying 4.5K
Condition 9/10
Retail was 160 Euros, Going for 4.5K give or take on stockx for this size.
OG everything, if you have any questions or need more pictures don’t hesitate to contact me.
Instagram: Consistentchristian",13,https://www.grailed.com/ChristianNehammer,https://www.grailed.com/ChristianNehammer/feedback,Size: US 11 / EU 44,NA,16
16219665,Nike,Jordan 1 Retro High Og Defiant Sb La To Chicago,10.5,NA,NA,$410,True,NA,Sold 8 months ,NA,/listings/16219665-nike-jordan-1-retro-high-og-defiant-sb-la-to-chicago,INTERNETSCLOSET,NA,(57),27 ,10 ,"everything as pictured
no box",17,https://www.grailed.com/INTERNETSCLOSET,https://www.grailed.com/INTERNETSCLOSET/feedback,Size: US 10.5 / EU 43-44,NA,7
16043359,Mitchell & Ness,1995-1996 Michael Jordan Chicago Bulls Gold Edition,xl,NA,NA,$190,True,NA,Sold 8 months ,NA,/listings/16043359-mitchell-ness-1995-1996-michael-jordan-chicago-bulls-gold-edition,MLawrence57,NA,(1),1 ,1 ,"Purchased item originally for $325 a couple months ago, has never been worn, has hung in closet since day arrived in mail",2,https://www.grailed.com/MLawrence57,https://www.grailed.com/MLawrence57/feedback,Size: US XL / EU 56 / 4,NA,4
15831208,Jordan Brand,Air Jordan 1 Retro High 1985 Chicago 1985,8.5,NA,NA,"$1,145",True,NA,Sold 8 months ,NA,/listings/15831208-jordan-brand-air-jordan-1-retro-high-1985-chicago-1985,Krupo,NA,(51),10 ,5 ,"- OG FROM 1985
- LETTING GO FOR STEAL ABSOLUTE GRAIL
- sadly the size, date, and factory is fading off from so much wear :( BUT IT DOES READ “8 1/2 850811TY”
- THE COLLAR IS 9/10 CONDITION FOR AGE
- NO REWORK DONE
- WEAR AT OWN RISK // YOU DONT WEAR SHOES 10+ YEARS OLD
- scuffs shown in pics
- size/year/date manufactured/manufacture, print fading is probably the worst flaw other than that conduction for 35 years is 8/10
- NO OG BOX!!! OR OG LACES!!!
- offer up",98,https://www.grailed.com/Krupo,https://www.grailed.com/Krupo/feedback,Size: US 8.5 / EU 41-42,NA,9
15703552,Nike,1985 Air Jordan 1 Chicago,9,NA,NA,"$1,200",True,NA,Sold 9 months ,NA,/listings/15703552-nike-1985-air-jordan-1-chicago,gabrielriabov18,NA,(66),33 ,0 ,"Used pair still got a lifetime left in them
DOES NOT come with og box
Open to offers
No lowballs",15,https://www.grailed.com/gabrielriabov18,https://www.grailed.com/gabrielriabov18/feedback,Size: US 9 / EU 42,NA,8
15067317,Chicago Bulls × Jordan Brand,Air Jordan 1 Retro Og Gs Chicago 2013,6.5,NA,NA,$460,True,NA,Sold 9 months ,NA,/listings/15067317-chicago-bulls-x-jordan-brand-air-jordan-1-retro-og-gs-chicago-2013,jpv2387,NA,(230),130 ,51 ,"Super clean no major flaw besides a slight toe crease shown on pic
No OG BOX
Kid sz 6.5Y
Women sz 8",26,https://www.grailed.com/jpv2387,https://www.grailed.com/jpv2387/feedback,Size: US 6.5 / EU 39-40,NA,7
14355099,Nike × Vintage,1985 Nike Air Jordan 1 Chicago Bred 1 T-shirt Og Shoes Bulls,xl,NA,NA,$765,True,NA,Sold 10 months ,NA,/listings/14355099-nike-x-vintage-1985-nike-air-jordan-1-chicago-bred-1-t-shirt-og-shoes-bulls,WestDistrict,NA,(148),69 ,13 ,"Crazy Rare! Vintage 1985 Nike Air Jordan 1 Sneaker promo t shirt! 🤯
Pristine condition. 35 years old!!
Made In Japan exclusive. 🔥🔥
Extremely rare piece of history.
First ever T-shirt to feature Nike Jordan sneaker branding. 👀👀",46,https://www.grailed.com/WestDistrict,https://www.grailed.com/WestDistrict/feedback,Size: US XL / EU 56 / 4,NA,7
15084186,Chicago Bulls × NBA × Vintage,Michael Jordan Nba Jams 1998 Vintage Figure Court Collection,os,NA,NA,$21,True,NA,Sold 10 months ,NA,/listings/15084186-chicago-bulls-x-nba-x-vintage-michael-jordan-nba-jams-1998-vintage-figure-court-collection,SweetFellowship,NA,(336),218 ,330 ,"Brand: Mattel
Color: Multi
Condition: Pre-Owned
Style: Toy Figurine
 
Additional Notes: Great condition original owner. NBA Jams collection. Awesome display piece. Does not come with original packaging.
 
Real Photos- What You See Is What You Get
 
100% AUTHENTIC
SHIPPING & PAYMENT INFORMATION
 
All items are processed within 24 hours and are shipped out within one business day. NOT INCLUDING WEEKENDS. 
 
RETURN POLICY
Due to the limited nature of this product, returns are not excepted.
                                              
Contact me for further questions.",4,https://www.grailed.com/SweetFellowship,https://www.grailed.com/SweetFellowship/feedback,Size: ONE SIZE,NA,7
15047055,Jordan Brand,Air Jordan 1 High Og 1985 Chicago,10.5,NA,NA,"$1,270",True,NA,Sold 10 months ,NA,/listings/15047055-jordan-brand-air-jordan-1-high-og-1985-chicago,kazo1016,NA,(47),8 ,26 ,"Original 1985 Air Jordan 1 Chicago Size 10.5 850103TY1 Mens Sneakers. Condition is Pre-owned. Shipped with USPS Priority Mail. Shoes will be packaged securely and safely to prevent any damage from mishandling during shipping
Leather is in good condition has scuffing on white and red paint as seen in pictures
The black faux leather coating on the upper has started to peeled off as seen in pictures
Insoles are crunchy but original, some logo still visible.
The heel area foam is crunchy
upper ankle area where Jordan logos are located is crunchy with some soft parts throughout, softer areas on the right shoe then the left. The left show and started to disintegrate. Some cracking on the checks in the back of sneaker seen in picture
I believe the laces are original but not 100% certain
Nike air logos ontongue are clear and clean as seen in picture
Heels are clean very minimal heel drag as seen in picture
Have not been painted or altered in any way
Shoes do not come with the original box but would ship in a replacement box for protection.
IT IS UP TO THE BUYER IF THESE ARE WEARABLE OR NOT.
These are 35 year old shoes but have been worn throughout the years. They aren't nearly as comfortable as shoes today. Please consider this when purchasing the shoes. They may make better display shoes than wearable shoes. A quick paint job would make these shoes look brand new. THIS IS UP TO THE BUYER.
Size 10.5 shoes back in 1985 ran smaller than today's shoes.
Returns will not be accepted as these shoes are fragile, improper handling by the buyer is not my responsibility.
Please message me with any questions you may have before making a purchase, as there are NO RETURNS. I provided as much information I think the buyer would want to know I can send more specific photos as well.",27,https://www.grailed.com/kazo1016,https://www.grailed.com/kazo1016/feedback,Size: US 10.5 / EU 43-44,NA,19
14957911,Jordan Brand,Air Jordan 1 Og 1985 Chicago,12,NA,NA,"$1,358",True,NA,Sold 10 months ,NA,/listings/14957911-jordan-brand-air-jordan-1-og-1985-chicago,thomas_mcbride,NA,(53),24 ,1 ,Have worn them for the last 6 months and they are very wearable. The collars are durable and the mid soles have been replaced. OG Chicago 1 from 1985. Doesn’t get much better than this. Open to offers that are reasonable. No OG box.,26,https://www.grailed.com/thomas_mcbride,https://www.grailed.com/thomas_mcbride/feedback,Size: US 12 / EU 45,NA,7
15066604,Jordan Brand × Nike,Jordan 1 Retro High Bloodline 2019,9,NA,NA,$210,True,NA,Sold 10 months ,NA,/listings/15066604-jordan-brand-x-nike-jordan-1-retro-high-bloodline-2019,sethsfits,NA,(172),84 ,11 ,"Perfect Condition
Great Price
Firm on Price
Comes with OG Box and Laces",3,https://www.grailed.com/sethsfits,https://www.grailed.com/sethsfits/feedback,Size: US 9 / EU 42,NA,10
15051248,Custom × Jordan Brand,Air Jordan 1 Ko Chicago High Retro Og Ajko 2014 Custom,8.5,NA,NA,$180,True,NA,Sold 10 months ,NA,/listings/15051248-custom-x-jordan-brand-air-jordan-1-ko-chicago-high-retro-og-ajko-2014-custom,JJJJDOOM,NA,(291),187 ,0 ,"Originally the AJKO Chicago 1, I added a few custom details that pay homage to vintage Jordan 1s and the off white Jordan 1: yellowed sole, ankle foam removal, heel canvas removal, painted red heel, bleach dye red canvas, and cream soles.
Preowned, pictures describe its condition, always 100% authentic, ready to be shipped! *any accounts with no feedback recieve signature tracking*",3,https://www.grailed.com/JJJJDOOM,https://www.grailed.com/JJJJDOOM/feedback,Size: US 8.5 / EU 41-42,NA,7
14918350,Jordan Brand,2013 Air Jordan 1 Retro High Chicago ** Final Drop**,8,NA,NA,$608,True,NA,Sold 10 months ,NA,/listings/14918350-jordan-brand-2013-air-jordan-1-retro-high-chicago-final-drop,jryals,NA,(487),186 ,0 ,"AJ 1 Retro High Chicago
Sz 8
Excellent condition 8.5-9/10
No flaws minor creasing
Box has replacement lid
Comes with black & cream laces
Purchased originally from GOAT",23,https://www.grailed.com/jryals,https://www.grailed.com/jryals/feedback,Size: US 8 / EU 41,NA,8
14896157,Jordan Brand × Nike,Air Jordan 1 Retro Low Og Chicago 2016,9.5,NA,NA,$360,True,NA,Sold 10 months ,NA,/listings/14896157-jordan-brand-x-nike-air-jordan-1-retro-low-og-chicago-2016,tomrnn,NA,(5),2 ,0 ,"Con. 9/10
Size US 9.5 EU 43 US 8.5
In great condition
With og box
Shipping from germany",3,https://www.grailed.com/tomrnn,https://www.grailed.com/tomrnn/feedback,Size: US 9.5 / EU 42-43,NA,10
14840299,Jordan Brand,Air Jordan 1 Retro High Og 2015 Chicago 2015,11,NA,NA,$620,True,NA,Sold 10 months ,NA,/listings/14840299-jordan-brand-air-jordan-1-retro-high-og-2015-chicago-2015,onmymind,NA,(131),55 ,4 ,"Judge pics yourself
Ships next day or two
100% wearable
Dm before buying",31,https://www.grailed.com/onmymind,https://www.grailed.com/onmymind/feedback,Size: US 11 / EU 44,NA,16
14664484,Jordan Brand,Air Jordan 1 Og 1985 'chicago' White Black Varsity Red,10.5,NA,NA,"$1,000",True,NA,Sold 10 months ,NA,/listings/14664484-jordan-brand-air-jordan-1-og-1985-chicago-white-black-varsity-red,mello_jello,NA,(26),13 ,2 ,"~GRAIL SNEAKER~ *Accepting offers!
Enjoyed The Last Dance documentary? I know I did! You can enjoy it even more with a vintage 1985 pair of Jordan 1s.
These are a beautifully-aged, well-worn pair of 1985 Jordan 1s in the color way, Chicago/ Black-Red-white, Size 10.5. Because of the thicker leather used in these pairs and the 35 years that have passed, they tend to fit half a size smaller.
This was the shoe that started it all and is highly coveted by sneakerheads and collectors all over the universe.
This pair is 35 years old and you can definitely see the wear and tear it has taken over the years. Pictured are the creases, scuffs, and oxidized yellow midsoles which add to the amazing vintage worn-in look that many shoes today try to mimic (i.e. Union 1s, Travis Scott 1s, RHUDE shoes).
To my knowledge, these are OG laces and insoles. However, the red Nike Air logo on the insoles have faded completely due to wear. You can see parts of the manufacturing code in white print on the shoes. I believe it reads 10 1/2, 850507, TY1 (Size / Date Produced / Factory ID Code).
Collars have paint chipping as pictured. In regards to collar foam padding, the foam has hardened/stiffened in the both shoes for the most part and has crumbling towards the top half. There are small areas of softness towards the bottom. Outsoles have lost most of the star count and have some heel drag towards the back. The rubber outsoles are still malleable in some areas but feel stiffer towards the toe area (where the balls of the feet and toes would be ). I have not personally worn these and do not plan to wear them to test out wearability. These have been kept as a collector's piece on display. Otherwise, there have been no shoe cobbler modifications to the shoe. Leather has not been repainted.
These are being listed as an awesome collectors piece and not a wearable shoe to flex at your next party once quarantine is over. These could be used for a restoration project! They are a piece of history that will turn heads. I will ship these with shipping insurance via the carrier so that the shipment goes smoothly. I will also be documenting the shipping process to ensure that the item is shipped as described by this post! I recently sold two 1985 pairs on grailed that went smoothly.
Please feel free to message me with questions or offers. Unfortunately no OG box or other laces.
Shipping : $50 US, $50 Canada, $50 EU UK",24,https://www.grailed.com/mello_jello,https://www.grailed.com/mello_jello/feedback,Size: US 10.5 / EU 43-44,NA,11
14660831,Jordan Brand,Air Jordan Chicago 1 Black Toe Mid The Last Dance Size 8.5,8.5,NA,NA,$160,True,NA,Sold 11 months ,NA,/listings/14660831-jordan-brand-air-jordan-chicago-1-black-toe-mid-the-last-dance-size-8-5,JJJJDOOM,NA,(291),187 ,0 ,"Deadstock, pictures describe its condition, always 100% authentic, ready to be shipped! *any accounts with no feedback will recieve signature tracking*",2,https://www.grailed.com/JJJJDOOM,https://www.grailed.com/JJJJDOOM/feedback,Size: US 8.5 / EU 41-42,NA,2
14517492,Nike,"Original 1985 Air Jordan 1 ""chicago""",8.5,NA,NA,"$2,000",True,NA,Sold 11 months ,NA,/listings/14517492-nike-original-1985-air-jordan-1-chicago,SupermanLastSonOfKrypton,NA,(8),2 ,13 ,"READ THE FULL DESCRIPTION CAREFULLY!!
I DO NOT PURCHASE OR SELL COUNTERFEIT ITEMS. 100% AUTHENTIC. FROM MY PERSONAL COLLECTION.
If you have doubts about the authenticity of the items I am selling, how I am shipping the items, or how I am overall conducting business, then my items for sale are not for you.
If you have any LEGITIMATE questions, FOR INFORMATION THAT HAS NOT BEEN ALREADY COVERED IN THE DESCRIPTION, please contact me before purchasing the item. IF YOU ASK ME A QUESTION THAT HAS BEEN ALREADY COVERED IN THE DESCRIPTION, IF YOU SEND ME ANY OFFER, YOU WILL BE BLOCKED FROM VIEWING AND PURCHASING ANY OF MY ITEMS FOR SALE.

Up for sale is one pair 100% AUTHENTIC GENTLY USED ORIGINAL 1985 AIR JORDAN 1 in White/Black-Red a.k.a. ""Chicago"" colorway in a men's US size 8.5. Model code 4280. I used the 1994 retro model code in the listing for Grailed would not accept the ORIGINAL model code in the listing.
As seen in the ESPN 10 part documentary ""The Last Dance"". Michael ""Air"" Jordan wore an original deadstock pair from his personal collection in honor of his last game as a member of the NBA Champions Chicago Bulls in Madison Square Garden against the New York Knicks in 1998. Fact, the shoes were A SIZE SMALLER than what he normally wore at that time, thus why his feet were not only sore but, bleeding during and after the game. I am actually surprised the shoe held up during use.
The shoes are in a GENTLY USED condition. I am the SECOND owner. I NEVER wore the shoes. I NEVER even attempted to try on the shoes. Original laces and insoles. The ""Nike Air"" logos on the insoles of the shoe are visible and mostly intact. NO original box or shoe accessories. A replacement box will be provided for shipping. Please see the accompanying pictures for overall condition of the shoes.
The shoes have NOT been repaired, repainted, or restored in any way, shape, or form.
These shoes ARE A COLLECTOR'S PIECE ONLY. The shoes are 35 YEARS OLD. THE SHOES ARE NOT WEARABLE. QUESTIONS ABOUT SIZE OR WHETHER THEY ARE FOR ANY TYPE OF USE WILL NOT BE ANSWERED.
SERIOUS COLLECTORS ONLY.
I have been collecting shoes since 1991. My member ID on that other major reselling website is ""airjordanjumpman23"" with 100% positive feedback. I have been a member on that site since 1999.
The shoes come from a pet free and smoke free household and have been stored in a temperature controlled environment.
ONCE THE TRANSACTION HAS BEEN SUCCESSFULLY COMPLETED, SOLE RESPONSIBILITY OF THE ITEM IS THAT OF THE PURCHASING INDIVIDUAL.
NO sales to members with PO BOX, FPO, and AP addresses and NO INTERNATIONAL SALES.
No direct sales to members outside the listing, no contact on ANY social media sites, NO TRADES, NO OFFERS, and NO RETURNS.
The item will be sent double boxed by way of United States Postal Service Priority Mail with tracking number provided to the buyer. Due to the high value of the item for sale, EXTRA INSURANCE and SIGNATURE DELIVERY CONFIRMATION IS MANDATORY which is reflected in the shipping costs.",47,https://www.grailed.com/SupermanLastSonOfKrypton,https://www.grailed.com/SupermanLastSonOfKrypton/feedback,Size: US 8.5 / EU 41-42,NA,8
14351553,Jordan Brand,Jordan 1 Retro High Og Defiant Sb La To Chicago,9.5,NA,NA,$490,True,NA,Sold 11 months ,NA,/listings/14351553-jordan-brand-jordan-1-retro-high-og-defiant-sb-la-to-chicago,rdfootwear1,NA,(5),2 ,0 ,"SHOE NAME: Nike Air Jordan 1 Retro OG
COLOR: Court Purple/Black Sail Violet Court/ Voile/Noir
US SIZE: Select from drop down menu
CONDITION: New WITH box
AUTHENTICITY: 100% Guaranteed
Message with any questions",47,https://www.grailed.com/rdfootwear1,https://www.grailed.com/rdfootwear1/feedback,Size: US 9.5 / EU 42-43,NA,4
14440573,Nike,Air Jordan 1 Og 1985 Chicago Refurbished,9.5,NA,NA,$750,True,NA,Sold 11 months ,NA,/listings/14440573-nike-air-jordan-1-og-1985-chicago-refurbished,Lapsus40,NA,(17),3 ,1 ,Previous owner resoled a 1985 upper with soles from the 2015 pair. Owner also repainted the shoes but paint may chip away to reveal the original upper shoes are in great condition and very wearable thanks to the new soles. Wanted to keep these for myself but is too small best for 9.. Message me with any offers or questions you have.,36,https://www.grailed.com/Lapsus40,https://www.grailed.com/Lapsus40/feedback,Size: US 9.5 / EU 42-43,NA,12
14433871,Jordan Brand × Nike × Vintage,1985 Jordan 1 High ‘chicago’ W/blk-r,11,NA,NA,"$1,375",True,NA,Sold 11 months ,NA,/listings/14433871-jordan-brand-x-nike-x-vintage-1985-jordan-1-high-chicago-w-blk-r,mello_jello,NA,(26),13 ,2 ,"~GRAIL SNEAKER~ *Accepting offers!
Been enjoying the Last Dance? I know I have! You can enjoy them even more in a vintage 1985 pair of Jordan 1s.
These are a beautifully-aged pair of 1985 Jordan 1s in the color way, Chicago/ Black-Red-white, Size 11. Because of the thicker leather used in these pairs and the 35 years that have passed, they tend to fit half a size smaller. (Fits size 10.5/11)
This was the shoe that started it all and is highly coveted by sneakerheads and collectors all over the universe.
1985 Jordan 1s have stood the test of time because of the thicker cut of real leather and the rubber soles that factories used before. Rubber soles do not fall victim to crumbling over time like other Jordan models that have polyurethane midsoles. The shape and construction of the 1985 OG pairs are unmatched by retros. There is a sleekness to the toebox shape and a straightness to the heel, rather than the curve seen on retro pairs.
This pair is 35 years old and you can definitely see the wear and tear it has taken over the years. Pictured are the creases, scuffs, and oxidized yellow midsoles which add to the amazing vintage worn-in look that many shoes today try to mimic (i.e. Union 1s, Travis Scott 1s, RHUDE shoes).
These shoes are 100% authentic with OG laces and OG insoles. However, the red Nike Air logo on the insoles have faded completely due to wear. You can see the manufacturing code on only the left shoe, as the right shoe's white print has faded. It reads 11 850406 TY1. (Size / Date Produced / Factory ID Code).
Collars have paint chipping, but have held up pretty well for their age. In regards to collar foam padding, the foam has hardened in the right shoe and has crumbling towards the top half. The left is stiff at the bottom but still is softer in middle areas. Left shoe padding has begun to crumble, but not as much as the right shoe. Outsoles have lost a lot of the star count and have some heel drag, but are still flexible and not cracked/stiff. Otherwise, there have been no shoe cobbler modifications to the shoe. Leather has not been repainted. These shoes are still wearable, but they are not as comfortable as a modern Jordan because of the stiff foam areas.
Definitely a collectors piece that will turn heads. They are a piece of history.
Please feel free to message me with questions or offers. Unfortunately no OG box or other laces.
Shipping : $15 US, $20 Canada, $25 EU UK",27,https://www.grailed.com/mello_jello,https://www.grailed.com/mello_jello/feedback,Size: US 11 / EU 44,NA,9
14345536,Jordan Brand × Nike × Vintage,1985 Nike Air Jordan 1 Og Chicago,10,NA,NA,"$1,400",True,NA,Sold 11 months ,NA,/listings/14345536-jordan-brand-x-nike-x-vintage-1985-nike-air-jordan-1-og-chicago,jeffrey363132,NA,(53),19 ,8 ,"1985 Air Jordan 1 High OG Chicago Size 10, fit 9.5-10.
Used but in good condition for 1985.
chipping on collar.
Bottom are still soft, 100% wearable.
Original insole. No box.",4,https://www.grailed.com/jeffrey363132,https://www.grailed.com/jeffrey363132/feedback,Size: US 10 / EU 43,NA,12
13891486,Jordan Brand,Air Jordan 1 Og 1985 Chicago,11,NA,NA,$950,True,NA,Sold 12 months ,NA,/listings/13891486-jordan-brand-air-jordan-1-og-1985-chicago,rehxum,NA,(56),21 ,0 ,"Size 11
100% Wearable
Shoes smell of old age
Will ship priority
Worn with love
Serious buyers only
U can offer but no rush to sell these.
Lowballs will be blocked
I am firm with my price.
No trades",112,https://www.grailed.com/rehxum,https://www.grailed.com/rehxum/feedback,Size: US 11 / EU 44,NA,4
13509592,Jordan Brand,Air Jordan 1 Retro High 1985 Chicago 1985,8.5,NA,NA,$800,True,NA,Sold 12 months ,NA,/listings/13509592-jordan-brand-air-jordan-1-retro-high-1985-chicago-1985,Famon,NA,(205),86 ,22 ,"- OG FROM 1985
- LETTING GO FOR STEAL ABSOLUTE GRAIL
- sadly the size, date, and factory is fading off from so much wear :( BUT IT DOES READ “8 1/2 850811TY”
- THE COLLAR IS 9/10 CONDITION FOR AGE
- NO REWORK DONE
- WEAR AT OWN RISK // YOU DONT WEAR SHOES 10+ YEARS OLD
- scuffs shown in pics
- size/year/date manufactured/manufacture, print fading is probably the worst flaw other than that conduction for 35 years is 8/10
- NO OG BOX!!! OR OG LACES!!!
- offer up",79,https://www.grailed.com/Famon,https://www.grailed.com/Famon/feedback,Size: US 8.5 / EU 41-42,NA,9
